,EmployeeID,Age,Attrition,BusinessTravel,Department,DistanceFromHome,Education,EducationField,EmployeeCount,Gender,JobLevel,JobRole,MaritalStatus,MonthlyIncome,NumCompaniesWorked,Over18,PercentSalaryHike,StandardHours,StockOptionLevel,TotalWorkingYears,TrainingTimesLastYear,YearsAtCompany,YearsSinceLastPromotion,YearsWithCurrManager,EnvironmentSatisfaction,JobSatisfaction,WorkLifeBalance,JobInvolvement,PerformanceRating,Attrition Count
1748,1749,60,No,Travel_Rarely,Research & Development,8,2,Life Sciences,1,Female,5,Laboratory Technician,Single,53290,8.0,Y,20,8,0,10.0,3,2,2,2,1.0,1.0,3.0,4,4,False
1749,1750,27,No,Travel_Frequently,Research & Development,29,1,Life Sciences,1,Male,2,Manufacturing Director,Divorced,43250,1.0,Y,14,8,0,9.0,2,9,1,7,4.0,1.0,2.0,2,3,False
1750,1751,41,No,Travel_Rarely,Research & Development,3,3,Medical,1,Male,1,Manufacturing Director,Married,72600,1.0,Y,16,8,0,22.0,2,22,2,10,4.0,3.0,3.0,3,3,False
1751,1752,50,No,Travel_Rarely,Sales,9,3,Life Sciences,1,Male,2,Research Scientist,Married,23220,7.0,Y,25,8,1,4.0,0,2,2,2,4.0,2.0,3.0,4,4,False
1752,1753,28,Yes,Travel_Rarely,Sales,2,4,Life Sciences,1,Male,3,Research Scientist,Single,20750,7.0,Y,18,8,3,10.0,0,7,3,7,1.0,2.0,3.0,2,3,True
1753,1754,36,No,Non-Travel,Research & Development,10,4,Technical Degree,1,Female,2,Research Scientist,Married,41520,9.0,Y,19,8,1,10.0,3,8,0,5,1.0,1.0,3.0,3,3,False
1754,1755,38,No,Travel_Rarely,Research & Development,1,3,Medical,1,Female,3,Manager,Single,96190,4.0,Y,13,8,1,10.0,2,1,0,0,3.0,3.0,4.0,3,3,False
1755,1756,44,No,Non-Travel,Research & Development,8,2,Life Sciences,1,Male,1,Research Scientist,Single,135030,2.0,Y,12,8,0,9.0,6,5,1,4,1.0,3.0,3.0,2,3,False
1756,1757,47,No,Travel_Frequently,Research & Development,27,3,Life Sciences,1,Male,1,Research Scientist,Divorced,54410,9.0,Y,22,8,1,28.0,6,22,11,13,4.0,3.0,2.0,2,4,False
1757,1758,30,No,Travel_Rarely,Research & Development,8,3,Life Sciences,1,Male,2,Sales Executive,Divorced,52090,7.0,Y,14,8,1,10.0,3,8,7,7,3.0,4.0,2.0,3,3,False
1758,1759,29,No,Travel_Rarely,Research & Development,1,2,Medical,1,Female,1,Sales Executive,Single,106730,1.0,Y,13,8,3,1.0,2,1,0,0,3.0,3.0,3.0,3,3,False
1759,1760,42,Yes,Travel_Frequently,Research & Development,10,1,Life Sciences,1,Female,1,Sales Executive,Divorced,50100,6.0,Y,21,8,3,7.0,3,2,2,2,3.0,3.0,3.0,3,4,True
1760,1761,43,No,Travel_Frequently,Research & Development,26,1,Life Sciences,1,Male,1,Laboratory Technician,Married,135490,3.0,Y,11,8,2,7.0,3,2,2,2,4.0,4.0,3.0,3,3,False
1761,1762,34,No,Travel_Rarely,Research & Development,2,5,Technical Degree,1,Male,2,Healthcare Representative,Single,49990,3.0,Y,12,8,2,10.0,2,5,4,3,2.0,3.0,3.0,4,3,False
1762,1763,23,No,Travel_Rarely,Sales,13,3,Marketing,1,Male,5,Sales Executive,Married,42210,1.0,Y,11,8,1,5.0,4,4,0,2,2.0,1.0,4.0,3,3,False
1763,1764,39,No,Travel_Rarely,Sales,2,4,Marketing,1,Female,4,Healthcare Representative,Married,138720,9.0,Y,12,8,3,12.0,3,8,3,6,3.0,2.0,1.0,2,3,False
1764,1765,56,No,Travel_Rarely,Research & Development,2,4,Medical,1,Male,1,Manager,Married,20420,7.0,Y,12,8,0,30.0,6,10,1,1,3.0,4.0,2.0,3,3,False
1765,1766,40,No,Travel_Rarely,Sales,9,3,Marketing,1,Male,2,Research Scientist,Single,20730,0.0,Y,14,8,0,5.0,3,4,2,3,4.0,4.0,2.0,3,3,False
1766,1767,27,No,Travel_Rarely,Research & Development,10,3,Life Sciences,1,Female,1,Laboratory Technician,Single,29560,8.0,Y,13,8,0,9.0,6,7,0,7,4.0,1.0,1.0,3,3,False
1767,1768,29,No,Travel_Rarely,Sales,20,3,Marketing,1,Female,2,Manager,Divorced,29260,1.0,Y,15,8,1,2.0,3,2,2,2,4.0,2.0,3.0,2,3,False
1768,1769,53,No,Travel_Rarely,Research & Development,9,3,Life Sciences,1,Female,3,Laboratory Technician,Single,48090,2.0,Y,18,8,0,19.0,2,2,2,2,4.0,4.0,3.0,3,3,False
1769,1770,35,No,Non-Travel,Research & Development,5,1,Medical,1,Male,1,Healthcare Representative,Divorced,51630,2.0,Y,18,8,2,16.0,4,1,0,0,4.0,1.0,4.0,3,3,False
1770,1771,32,No,Travel_Frequently,Sales,4,4,Life Sciences,1,Male,2,Sales Executive,Married,188440,1.0,Y,19,8,0,10.0,3,10,4,7,1.0,4.0,3.0,1,3,False
1771,1772,38,No,Travel_Rarely,Sales,10,3,Medical,1,Male,4,Laboratory Technician,Married,181720,6.0,Y,12,8,2,6.0,5,1,0,1,4.0,3.0,1.0,3,3,False
1772,1773,34,No,Travel_Rarely,Research & Development,20,3,Medical,1,Female,3,Laboratory Technician,Divorced,57440,3.0,Y,19,8,1,7.0,4,0,0,0,2.0,1.0,3.0,2,3,False
1773,1774,52,No,Travel_Rarely,Sales,21,5,Technical Degree,1,Male,3,Manager,Married,28890,1.0,Y,11,8,1,34.0,2,34,1,16,3.0,1.0,4.0,3,3,False
1774,1775,33,Yes,Travel_Rarely,Research & Development,1,2,Medical,1,Male,3,Laboratory Technician,Single,28710,1.0,Y,17,8,3,10.0,2,10,7,8,4.0,4.0,2.0,3,3,True
1775,1776,25,No,Travel_Rarely,Research & Development,8,3,Life Sciences,1,Male,2,Research Scientist,Single,74840,1.0,Y,15,8,0,6.0,3,6,1,4,3.0,4.0,2.0,3,3,False
1776,1777,45,No,Travel_Rarely,Sales,2,3,Life Sciences,1,Male,3,Healthcare Representative,Single,60740,0.0,Y,14,8,0,9.0,2,8,3,1,2.0,3.0,3.0,3,3,False
1777,1778,23,No,Travel_Rarely,Research & Development,23,1,Life Sciences,1,Female,2,Research Scientist,Single,173280,1.0,Y,17,8,1,2.0,2,2,0,2,1.0,3.0,3.0,1,3,False
1778,1779,47,Yes,Travel_Frequently,Research & Development,4,3,Life Sciences,1,Male,1,Research Director,Single,27740,4.0,Y,13,8,1,8.0,2,5,1,3,2.0,3.0,3.0,3,3,True
1779,1780,34,No,Travel_Rarely,Research & Development,12,3,Technical Degree,1,Male,1,Research Scientist,Single,45050,1.0,Y,12,8,0,6.0,3,6,1,4,4.0,4.0,3.0,3,3,False
1780,1781,55,Yes,Travel_Rarely,Human Resources,7,3,Human Resources,1,Male,4,Laboratory Technician,Married,74280,5.0,Y,12,8,0,24.0,2,5,1,4,4.0,1.0,3.0,3,3,True
1781,1782,36,No,Non-Travel,Research & Development,7,2,Life Sciences,1,Male,5,Sales Executive,Single,116310,1.0,Y,18,8,1,10.0,2,10,0,9,1.0,1.0,3.0,1,3,False
1782,1783,52,No,Non-Travel,Research & Development,1,4,Life Sciences,1,Male,5,Sales Executive,Married,97380,0.0,Y,18,8,2,5.0,2,4,1,2,4.0,4.0,3.0,3,3,False
1783,1784,26,No,Travel_Frequently,Research & Development,2,2,Life Sciences,1,Male,1,Manufacturing Director,Divorced,28350,3.0,Y,11,8,1,5.0,2,2,2,0,1.0,4.0,3.0,3,3,False
1784,1785,29,No,Travel_Rarely,Research & Development,10,2,Medical,1,Male,3,Manufacturing Director,Married,169590,4.0,Y,14,8,3,11.0,5,8,1,1,2.0,3.0,2.0,3,3,False
1786,1787,34,No,Travel_Rarely,Research & Development,14,4,Technical Degree,1,Male,2,Manufacturing Director,Single,61460,2.0,Y,12,8,0,10.0,3,4,1,3,2.0,4.0,3.0,3,3,False
1787,1788,54,No,Travel_Rarely,Research & Development,18,4,Medical,1,Female,2,Laboratory Technician,Divorced,49630,9.0,Y,15,8,1,9.0,2,5,1,4,4.0,1.0,3.0,3,3,False
1788,1789,27,No,Travel_Frequently,Research & Development,13,2,Life Sciences,1,Female,4,Research Scientist,Married,195370,0.0,Y,12,8,0,5.0,5,4,1,1,3.0,4.0,3.0,3,3,False
1789,1790,37,No,Travel_Rarely,Sales,2,4,Technical Degree,1,Male,2,Manufacturing Director,Divorced,61720,0.0,Y,11,8,0,6.0,1,5,4,3,4.0,1.0,2.0,3,3,False
1790,1791,38,No,Travel_Frequently,Sales,2,4,Life Sciences,1,Female,2,Research Scientist,Single,23680,6.0,Y,11,8,1,17.0,3,15,4,12,1.0,1.0,3.0,3,3,False
1791,1792,34,No,Travel_Rarely,Sales,2,3,Marketing,1,Male,1,Sales Representative,Single,103120,1.0,Y,12,8,0,6.0,2,6,1,3,3.0,1.0,3.0,3,3,False
1792,1793,35,No,Travel_Rarely,Research & Development,5,4,Medical,1,Male,3,Manager,Married,16750,1.0,Y,16,8,0,3.0,6,3,0,2,1.0,4.0,2.0,2,3,False
1793,1794,30,No,Travel_Rarely,Research & Development,20,3,Medical,1,Male,1,Laboratory Technician,Married,25230,3.0,Y,13,8,1,7.0,2,2,0,2,4.0,3.0,3.0,3,3,False
1794,1795,40,No,Travel_Frequently,Research & Development,10,4,Medical,1,Male,2,Manufacturing Director,Married,65670,1.0,Y,13,8,1,8.0,3,8,3,7,3.0,2.0,3.0,4,3,False
1795,1796,34,No,Travel_Rarely,Research & Development,10,3,Life Sciences,1,Male,3,Healthcare Representative,Married,47390,5.0,Y,24,8,2,6.0,2,3,1,2,3.0,1.0,3.0,3,4,False
1796,1797,42,No,Travel_Frequently,Research & Development,9,4,Medical,1,Male,1,Manufacturing Director,Divorced,92080,1.0,Y,15,8,1,24.0,2,24,14,9,2.0,4.0,2.0,4,3,False
1797,1798,23,Yes,Travel_Rarely,Sales,2,3,Medical,1,Female,4,Manufacturing Director,Married,45590,1.0,Y,18,8,1,1.0,2,0,0,0,3.0,1.0,3.0,2,3,True
1798,1799,24,No,Non-Travel,Sales,1,5,Marketing,1,Female,1,Manufacturing Director,Divorced,81890,1.0,Y,14,8,1,1.0,3,1,0,0,3.0,2.0,3.0,3,3,False
1799,1800,52,No,Travel_Rarely,Research & Development,29,3,Life Sciences,1,Male,2,Manufacturing Director,Married,29420,8.0,Y,11,8,1,9.0,1,5,1,4,4.0,3.0,3.0,2,3,False
1800,1801,50,No,Travel_Rarely,Research & Development,8,4,Life Sciences,1,Male,2,Sales Executive,Married,49410,5.0,Y,11,8,1,30.0,3,4,0,3,3.0,3.0,3.0,1,3,False
1801,1802,29,Yes,Travel_Rarely,Sales,2,4,Marketing,1,Female,4,Research Scientist,Married,106500,1.0,Y,13,8,2,1.0,2,1,0,0,2.0,1.0,3.0,4,3,True
1802,1803,33,No,Travel_Rarely,Research & Development,3,4,Life Sciences,1,Male,4,Manufacturing Director,Married,59020,0.0,Y,12,8,1,14.0,2,13,3,7,3.0,3.0,4.0,3,3,False
1803,1804,33,Yes,Travel_Rarely,Research & Development,23,5,Life Sciences,1,Male,1,Human Resources,Single,86390,5.0,Y,16,8,2,6.0,3,3,0,2,1.0,1.0,3.0,2,3,True
1804,1805,47,No,Travel_Rarely,Research & Development,6,4,Other,1,Male,2,Manager,Married,63470,1.0,Y,14,8,0,26.0,2,26,3,0,3.0,4.0,2.0,4,3,False
1805,1806,36,No,Travel_Rarely,Sales,6,3,Medical,1,Female,2,Sales Executive,Married,42000,0.0,Y,22,8,0,10.0,3,9,0,5,3.0,2.0,3.0,3,4,False
1806,1807,29,No,Travel_Rarely,Research & Development,10,3,Other,1,Male,1,Research Scientist,Married,34520,1.0,Y,11,8,0,10.0,3,10,0,7,3.0,3.0,3.0,2,3,False
1807,1808,58,Yes,Travel_Rarely,Research & Development,24,3,Other,1,Female,2,Research Scientist,Single,43170,7.0,Y,17,8,0,40.0,2,31,13,8,4.0,2.0,3.0,3,3,True
1808,1809,35,No,Travel_Rarely,Sales,10,4,Marketing,1,Female,1,Research Scientist,Single,26320,3.0,Y,13,8,3,7.0,3,2,2,2,4.0,3.0,3.0,4,3,False
1809,1810,42,No,Travel_Rarely,Sales,15,1,Marketing,1,Male,2,Laboratory Technician,Married,46680,9.0,Y,18,8,2,8.0,2,4,0,2,4.0,4.0,3.0,3,3,False
1810,1811,28,Yes,Travel_Rarely,Research & Development,19,4,Medical,1,Female,2,Sales Executive,Single,32040,6.0,Y,16,8,1,5.0,4,2,2,1,3.0,3.0,2.0,2,3,True
1811,1812,36,No,Travel_Rarely,Research & Development,2,3,Life Sciences,1,Male,2,Healthcare Representative,Married,27200,4.0,Y,14,8,1,8.0,3,5,0,4,3.0,2.0,3.0,3,3,False
1813,1814,40,No,Travel_Frequently,Sales,9,3,Marketing,1,Male,3,Manufacturing Director,Single,22380,6.0,Y,14,8,0,10.0,3,1,0,0,1.0,3.0,3.0,3,3,False
1814,1815,30,No,Travel_Rarely,Research & Development,7,3,Technical Degree,1,Male,2,Research Director,Single,14830,5.0,Y,13,8,0,12.0,3,0,0,0,3.0,4.0,2.0,3,3,False
1815,1816,45,No,Travel_Rarely,Research & Development,10,4,Life Sciences,1,Male,1,Research Director,Single,56050,1.0,Y,12,8,2,1.0,2,1,0,0,2.0,3.0,3.0,3,3,False
1816,1817,42,No,Travel_Rarely,Research & Development,20,2,Medical,1,Male,2,Sales Representative,Married,72950,1.0,Y,15,8,0,10.0,3,9,7,8,2.0,2.0,2.0,3,3,False
1817,1818,38,No,Travel_Frequently,Sales,4,3,Medical,1,Male,2,Research Scientist,Divorced,23060,2.0,Y,19,8,1,13.0,5,4,1,2,1.0,1.0,2.0,3,3,False
1818,1819,34,No,Travel_Frequently,Research & Development,7,4,Life Sciences,1,Male,3,Laboratory Technician,Single,23480,1.0,Y,14,8,1,6.0,3,5,1,3,3.0,4.0,3.0,3,3,False
1819,1820,49,Yes,Travel_Rarely,Sales,7,2,Life Sciences,1,Female,2,Healthcare Representative,Married,89980,1.0,Y,14,8,2,9.0,2,9,7,7,3.0,4.0,4.0,4,3,True
1820,1821,55,Yes,Travel_Rarely,Human Resources,16,3,Technical Degree,1,Male,4,Manufacturing Director,Single,43190,4.0,Y,11,8,0,12.0,3,9,7,3,3.0,4.0,2.0,4,3,True
1821,1822,43,No,Travel_Rarely,Research & Development,25,2,Medical,1,Male,2,Healthcare Representative,Married,61320,6.0,Y,13,8,0,22.0,3,4,1,0,2.0,1.0,3.0,2,3,False
1822,1823,27,No,Travel_Rarely,Sales,2,4,Medical,1,Male,2,Manager,Divorced,33460,1.0,Y,21,8,1,9.0,2,9,0,8,3.0,4.0,3.0,2,4,False
1823,1824,35,No,Travel_Rarely,Research & Development,1,3,Medical,1,Male,1,Research Director,Single,108550,3.0,Y,13,8,1,17.0,2,8,1,6,3.0,3.0,4.0,3,3,False
1824,1825,28,No,Travel_Rarely,Sales,1,2,Technical Degree,1,Female,1,Sales Executive,Married,22310,1.0,Y,12,8,0,8.0,3,8,7,5,2.0,2.0,3.0,2,3,False
1825,1826,34,No,Travel_Rarely,Sales,2,5,Life Sciences,1,Male,4,Research Scientist,Married,23230,0.0,Y,17,8,0,4.0,2,3,0,2,3.0,4.0,1.0,3,3,False
1826,1827,26,Yes,Travel_Frequently,Research & Development,22,4,Other,1,Female,1,Sales Executive,Married,20240,1.0,Y,23,8,0,8.0,2,8,1,7,3.0,3.0,3.0,3,4,True
1827,1828,27,No,Non-Travel,Sales,1,3,Technical Degree,1,Female,1,Sales Executive,Married,27130,1.0,Y,11,8,0,0.0,2,0,0,0,4.0,4.0,2.0,3,3,False
1828,1829,51,No,Travel_Rarely,Sales,16,3,Medical,1,Male,3,Research Scientist,Married,94390,2.0,Y,15,8,3,29.0,0,20,4,17,1.0,3.0,2.0,3,3,False
1829,1830,44,No,Travel_Rarely,Sales,24,5,Medical,1,Female,1,Sales Executive,Single,25660,9.0,Y,11,8,1,10.0,3,5,2,3,4.0,2.0,2.0,3,3,False
1830,1831,25,No,Travel_Rarely,Research & Development,17,3,Medical,1,Male,1,Laboratory Technician,Single,199260,7.0,Y,11,8,3,6.0,5,4,0,1,1.0,1.0,2.0,4,3,False
1831,1832,33,No,Travel_Rarely,Research & Development,8,4,Life Sciences,1,Male,3,Laboratory Technician,Divorced,24510,1.0,Y,13,8,1,9.0,3,9,0,8,1.0,1.0,3.0,2,3,False
1832,1833,35,No,Travel_Rarely,Sales,6,4,Medical,1,Female,2,Manager,Single,94190,1.0,Y,24,8,1,6.0,5,6,1,1,3.0,1.0,2.0,2,4,False
1833,1834,36,No,Travel_Rarely,Sales,10,4,Marketing,1,Male,3,Manager,Married,86860,1.0,Y,13,8,0,18.0,2,18,4,11,2.0,4.0,2.0,3,3,False
1834,1835,32,No,Travel_Rarely,Research & Development,3,4,Medical,1,Female,4,Sales Executive,Divorced,30380,2.0,Y,20,8,0,8.0,3,5,0,3,2.0,4.0,2.0,3,4,False
1835,1836,30,No,Travel_Frequently,Research & Development,4,5,Medical,1,Male,5,Sales Representative,Divorced,30580,9.0,Y,14,8,1,10.0,2,5,0,3,2.0,4.0,2.0,3,3,False
1836,1837,53,No,Travel_Rarely,Sales,6,3,Marketing,1,Male,4,Sales Executive,Married,23250,7.0,Y,18,8,1,35.0,1,5,0,4,1.0,4.0,3.0,4,3,False
1837,1838,45,No,Travel_Rarely,Research & Development,1,5,Technical Degree,1,Male,2,Healthcare Representative,Divorced,20880,4.0,Y,15,8,3,18.0,2,5,0,2,4.0,1.0,3.0,3,3,False
1838,1839,32,No,Travel_Rarely,Sales,10,3,Marketing,1,Female,1,Human Resources,Married,30720,5.0,Y,12,8,0,9.0,4,5,1,3,3.0,3.0,2.0,1,3,False
1839,1840,52,No,Travel_Frequently,Research & Development,1,1,Life Sciences,1,Male,2,Laboratory Technician,Married,50060,3.0,Y,16,8,1,31.0,2,9,0,0,3.0,4.0,3.0,3,3,False
1840,1841,37,No,Travel_Rarely,Sales,24,2,Life Sciences,1,Female,4,Laboratory Technician,Divorced,42570,4.0,Y,15,8,0,9.0,2,1,0,0,4.0,3.0,3.0,3,3,False
1841,1842,28,No,Travel_Rarely,Research & Development,21,4,Life Sciences,1,Female,1,Healthcare Representative,Divorced,25000,1.0,Y,16,8,2,6.0,3,5,0,4,2.0,4.0,3.0,3,3,False
1842,1843,22,No,Travel_Rarely,Research & Development,2,2,Life Sciences,1,Male,1,Sales Representative,Married,11020,6.0,Y,19,8,0,4.0,3,2,2,2,4.0,4.0,1.0,2,3,False
1843,1844,44,No,Travel_Rarely,Research & Development,22,3,Medical,1,Female,1,Laboratory Technician,Married,104530,2.0,Y,11,8,1,10.0,2,3,0,2,1.0,4.0,2.0,3,3,False
1844,1845,42,No,Travel_Frequently,Sales,13,4,Life Sciences,1,Female,2,Laboratory Technician,Single,22880,5.0,Y,16,8,1,8.0,4,2,2,2,2.0,4.0,3.0,2,3,False
1845,1846,36,No,Travel_Rarely,Research & Development,14,3,Other,1,Male,2,Research Scientist,Married,39290,0.0,Y,24,8,0,6.0,6,5,0,3,1.0,1.0,3.0,2,4,False
1846,1847,25,No,Travel_Rarely,Sales,11,3,Life Sciences,1,Female,1,Laboratory Technician,Married,23110,1.0,Y,11,8,1,5.0,2,5,0,3,3.0,1.0,3.0,3,3,False
1847,1848,35,No,Travel_Rarely,Research & Development,9,2,Life Sciences,1,Female,1,Healthcare Representative,Married,31400,1.0,Y,13,8,1,17.0,2,17,5,15,4.0,3.0,3.0,2,3,False
1849,1850,32,No,Non-Travel,Research & Development,21,3,Life Sciences,1,Male,1,Sales Executive,Divorced,44500,0.0,Y,13,8,0,4.0,3,3,0,2,4.0,4.0,3.0,3,3,False
1850,1851,25,No,Travel_Rarely,Sales,5,3,Marketing,1,Female,4,Research Scientist,Married,27560,1.0,Y,12,8,2,5.0,2,5,0,3,3.0,1.0,4.0,3,3,False
1851,1852,49,No,Travel_Rarely,Sales,9,3,Technical Degree,1,Female,2,Sales Representative,Married,190330,2.0,Y,18,8,1,7.0,5,4,0,2,3.0,1.0,3.0,3,3,False
1852,1853,24,No,Non-Travel,Research & Development,2,5,Technical Degree,1,Male,2,Healthcare Representative,Married,187220,0.0,Y,22,8,1,6.0,3,5,3,4,1.0,4.0,2.0,3,4,False
1853,1854,32,No,Travel_Frequently,Research & Development,12,5,Medical,1,Male,1,Research Scientist,Married,95470,1.0,Y,13,8,1,10.0,3,10,5,3,2.0,2.0,3.0,2,3,False
1854,1855,38,No,Travel_Rarely,Sales,22,2,Medical,1,Male,1,Sales Executive,Married,137340,0.0,Y,13,8,0,3.0,3,2,1,2,2.0,2.0,3.0,4,3,False
1855,1856,42,No,Travel_Rarely,Research & Development,18,1,Technical Degree,1,Female,2,Research Scientist,Married,199990,2.0,Y,23,8,1,17.0,6,5,1,3,3.0,4.0,2.0,3,4,False
1856,1857,31,No,Travel_Rarely,Research & Development,16,3,Life Sciences,1,Female,3,Sales Executive,Married,22790,3.0,Y,12,8,1,8.0,3,6,0,2,4.0,4.0,3.0,3,3,False
1857,1858,29,Yes,Travel_Rarely,Sales,3,3,Marketing,1,Male,3,Laboratory Technician,Divorced,59160,6.0,Y,12,8,0,5.0,2,3,0,2,2.0,3.0,3.0,3,3,True
1858,1859,53,No,Travel_Rarely,Research & Development,9,3,Life Sciences,1,Male,1,Sales Representative,Married,20890,5.0,Y,16,8,0,28.0,2,2,2,2,1.0,4.0,3.0,2,3,False
1859,1860,35,No,Travel_Rarely,Research & Development,1,3,Life Sciences,1,Male,3,Healthcare Representative,Married,167920,3.0,Y,12,8,1,16.0,3,13,4,8,4.0,2.0,3.0,4,3,False
1860,1861,37,No,Travel_Frequently,Research & Development,13,4,Life Sciences,1,Female,3,Human Resources,Married,35640,5.0,Y,11,8,0,10.0,1,5,0,0,3.0,4.0,3.0,1,3,False
1861,1862,53,No,Travel_Rarely,Research & Development,1,1,Medical,1,Male,1,Sales Executive,Single,44250,6.0,Y,22,8,1,33.0,2,12,3,8,4.0,4.0,3.0,4,4,False
1862,1863,43,No,Travel_Frequently,Research & Development,1,3,Medical,1,Male,1,Laboratory Technician,Married,52650,4.0,Y,11,8,1,12.0,4,5,2,2,4.0,4.0,2.0,3,3,False
1863,1864,47,No,Travel_Rarely,Sales,15,4,Marketing,1,Female,3,Research Director,Married,65530,0.0,Y,15,8,0,8.0,2,7,7,7,3.0,4.0,3.0,3,3,False
1864,1865,37,No,Non-Travel,Research & Development,1,5,Medical,1,Female,2,Research Scientist,Single,62610,1.0,Y,12,8,0,10.0,1,10,0,9,1.0,2.0,3.0,3,3,False
1865,1866,50,No,Non-Travel,Research & Development,17,3,Medical,1,Female,1,Laboratory Technician,Divorced,42980,1.0,Y,20,8,1,31.0,6,31,14,7,1.0,1.0,3.0,3,4,False
1866,1867,39,No,Travel_Rarely,Research & Development,1,3,Other,1,Female,3,Human Resources,Married,68040,8.0,Y,14,8,1,13.0,3,5,0,4,4.0,4.0,3.0,2,3,False
1867,1868,33,No,Travel_Rarely,Sales,7,3,Life Sciences,1,Male,2,Manufacturing Director,Divorced,38150,3.0,Y,11,8,1,7.0,3,4,0,3,4.0,2.0,4.0,3,3,False
1868,1869,32,Yes,Travel_Rarely,Research & Development,9,1,Medical,1,Female,1,Laboratory Technician,Single,27410,1.0,Y,15,8,1,1.0,5,1,0,1,1.0,4.0,1.0,2,3,True
1869,1870,29,No,Travel_Rarely,Research & Development,5,4,Life Sciences,1,Female,4,Healthcare Representative,Divorced,66730,6.0,Y,12,8,1,8.0,2,4,0,3,1.0,4.0,3.0,4,3,False
1870,1871,44,No,Travel_Rarely,Research & Development,26,2,Life Sciences,1,Male,2,Manufacturing Director,Married,76390,1.0,Y,14,8,0,8.0,6,8,7,1,2.0,1.0,3.0,3,3,False
1871,1872,28,No,Travel_Rarely,Sales,24,5,Life Sciences,1,Female,1,Research Scientist,Single,23280,1.0,Y,11,8,2,4.0,3,4,0,2,1.0,4.0,3.0,3,3,False
1872,1873,58,Yes,Travel_Frequently,Sales,9,2,Technical Degree,1,Male,1,Sales Executive,Divorced,21530,9.0,Y,11,8,0,3.0,3,1,0,0,4.0,4.0,2.0,3,3,True
1873,1874,43,No,Travel_Rarely,Sales,7,4,Marketing,1,Male,2,Sales Executive,Divorced,48760,4.0,Y,16,8,2,4.0,4,1,0,0,1.0,2.0,4.0,3,3,False
1874,1875,20,Yes,Travel_Rarely,Research & Development,11,3,Medical,1,Male,2,Sales Executive,Single,93960,1.0,Y,12,8,0,2.0,6,2,0,2,3.0,3.0,2.0,1,3,True
1875,1876,21,Yes,Travel_Rarely,Research & Development,1,3,Medical,1,Male,2,Sales Executive,Single,104000,1.0,Y,13,8,1,1.0,2,1,0,0,4.0,4.0,2.0,3,3,True
1876,1877,36,No,Travel_Rarely,Research & Development,26,4,Medical,1,Male,1,Laboratory Technician,Married,84740,0.0,Y,14,8,0,17.0,3,16,4,11,3.0,4.0,2.0,3,3,False
1877,1878,47,No,Travel_Rarely,Research & Development,2,3,Life Sciences,1,Male,2,Manufacturing Director,Single,99810,1.0,Y,21,8,1,3.0,3,3,1,2,4.0,4.0,2.0,3,4,False
1878,1879,22,Yes,Travel_Rarely,Research & Development,15,4,Life Sciences,1,Female,1,Laboratory Technician,Married,124900,0.0,Y,13,8,0,4.0,3,3,0,2,2.0,3.0,4.0,3,3,True
1879,1880,41,Yes,Travel_Rarely,Research & Development,23,3,Life Sciences,1,Female,2,Sales Executive,Divorced,26570,4.0,Y,11,8,0,10.0,3,7,1,0,2.0,4.0,2.0,4,3,True
1880,1881,28,No,Travel_Rarely,Research & Development,10,3,Life Sciences,1,Female,3,Manager,Divorced,135910,5.0,Y,20,8,1,6.0,2,2,2,2,3.0,3.0,3.0,3,4,False
1881,1882,39,Yes,Travel_Rarely,Research & Development,10,4,Life Sciences,1,Female,4,Human Resources,Married,66960,7.0,Y,11,8,0,8.0,3,2,2,2,4.0,1.0,1.0,3,3,True
1882,1883,27,No,Travel_Rarely,Research & Development,1,3,Medical,1,Male,1,Research Scientist,Single,20580,1.0,Y,14,8,1,1.0,5,1,0,0,2.0,3.0,3.0,3,3,False
1883,1884,34,No,Travel_Rarely,Research & Development,12,2,Technical Degree,1,Male,2,Human Resources,Divorced,88650,1.0,Y,11,8,1,1.0,0,1,1,0,2.0,2.0,3.0,3,3,False
1884,1885,42,No,Travel_Rarely,Sales,11,1,Technical Degree,1,Male,2,Human Resources,Single,59400,7.0,Y,16,8,0,10.0,2,5,0,3,3.0,3.0,3.0,2,3,False
1885,1886,33,No,Travel_Rarely,Sales,2,3,Marketing,1,Female,1,Sales Executive,Single,59140,3.0,Y,16,8,1,6.0,4,3,0,2,3.0,1.0,3.0,3,3,False
1886,1887,58,No,Travel_Rarely,Research & Development,2,4,Life Sciences,1,Male,1,Research Scientist,Divorced,26220,2.0,Y,23,8,0,24.0,3,6,0,4,3.0,2.0,3.0,3,4,False
1887,1888,31,No,Travel_Rarely,Sales,1,3,Life Sciences,1,Female,1,Sales Representative,Married,121850,3.0,Y,14,8,0,13.0,2,7,5,2,2.0,3.0,4.0,3,3,False
1888,1889,35,No,Travel_Rarely,Research & Development,2,1,Life Sciences,1,Male,3,Healthcare Representative,Married,106090,1.0,Y,22,8,0,10.0,3,10,0,7,4.0,4.0,1.0,3,4,False
1889,1890,49,No,Travel_Rarely,Research & Development,25,2,Life Sciences,1,Female,2,Sales Executive,Married,43450,4.0,Y,15,8,0,29.0,3,26,1,7,1.0,2.0,2.0,2,3,False
1890,1891,48,No,Travel_Rarely,Research & Development,1,4,Medical,1,Male,1,Research Scientist,Married,21770,4.0,Y,18,8,0,13.0,4,0,0,0,4.0,3.0,2.0,3,3,False
